F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,prob1,prob2,TimeTaken(InMinutes),TimeTaken(InSeconds),classLabel
0.3,1.3,1.3,1.3,237.3,675.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,41.3,41.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.54E-05,18,8,Bug
0.3,1.3,1.3,1.3,240.3,662.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,51.3,51.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.49E-05,18,8,Bug
0.3,1.3,1.3,1.3,240.3,2172.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,59.3,59.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,7.54E-05,18,8,Bug
0.3,1.3,1.3,1.3,315.3,1528.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.3,4.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,1.16E-04,18,8,Bug
0.3,1.3,1.3,1.3,313.3,5381.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,1.3,255.3,1.3,0.3,1.3,0.31,0.3,0.3,0.3,0.3,0.9980886,0.00201663,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.84E-05,18,8,Bug
1.3,1.3,19.3,1.3,1018.3,333.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,1.3,112.3,1.3,0.3,1.3,0.32,0.3,0.3,0.3,0.3,0.99866587,0.00134018,18,8,Bug
1.3,1.3,19.3,1.3,1145.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,4.3,160.3,1.05,0.8,0.55,0.32,0.3,0.3,0.3,0.3,1.00E+00,1.72E-04,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.94E-05,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,5.14E-05,18,8,Bug
0.3,1.3,1.3,1.3,244.3,668.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3,7.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,38.3,255.3,1.3,0.3,0.33,0.31,0.3,0.3,0.3,0.3,1.00E+00,2.95E-05,18,8,Bug
0.3,1.3,1.3,1.3,275.3,525.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,16.3,0.3,0.3,0.3,0.3,1.3,0.3,0.49,2.3,255.3,1.3,0.3,0.8,0.35,0.3,0.3,0.3,0.3,1.00E+00,5.05E-05,18,8,Bug
0.3,1.3,1.3,1.3,247.3,259.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.3,26.3,0.3,0.3,0.3,0.3,1.3,0.3,0.42,53.3,255.3,1.3,0.3,0.32,0.31,0.3,0.3,0.3,0.3,1.00E+00,5.27E-05,18,8,Bug
0.3,1.3,1.3,1.3,245.3,662.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,31.3,35.3,0.3,0.3,0.3,0.3,1.3,0.3,0.39,62.3,255.3,1.3,0.3,0.32,0.31,0.3,0.3,0.3,0.3,1.00E+00,2.34E-05,18,8,Bug
0.3,1.3,49.3,1.3,884.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,14.3,39.3,0.73,0.44,0.73,0.35,0.3,0.3,0.3,0.3,0.43806532,0.55295306,18,8,Bug
0.3,1.3,49.3,1.3,854.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.3,10.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,24.3,49.3,0.97,0.38,0.97,0.34,0.3,0.3,0.3,0.3,0.42548132,0.56454146,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,5.14E-05,18,8,Bug
0.3,3.3,55.3,1.3,30.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,3.3,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.9732717,0.02545679,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.85E-05,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,5.04E-05,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.85E-05,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.84E-05,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,5.14E-05,18,8,Bug
0.3,2.3,57.3,1.3,45.3,110.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.3,9.3,0.3,0.3,0.3,0.3,1.3,0.3,0.74,255.3,246.3,1.26,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.33E-04,18,8,Bug
1.3,1.3,19.3,1.3,1625.3,377.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,8.3,160.3,1.18,0.55,0.42,0.32,0.3,0.3,0.3,0.3,1.00E+00,5.10E-04,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.85E-05,18,8,Bug
0.3,1.3,29.3,1.3,1214.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.3,1.3,0.3,0.3,0.3,0.3,0.41,0.86,0.3,25.3,1.3,0.34,0.7,1.06,0.3,0.3,0.3,0.3,0.3,0.72323656,0.27561286,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.85E-05,18,8,Bug
0.3,1.3,1.3,1.3,299.3,2178.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,2.3,238.3,1.3,0.3,0.8,0.35,0.3,0.3,0.3,0.3,9.99E-01,6.45E-04,18,8,Bug
0.3,1.3,1.3,1.3,291.3,1010.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.3,12.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,12.3,238.3,1.3,0.3,0.38,0.35,0.3,0.3,0.3,0.3,1.00E+00,1.07E-04,18,8,Bug
0.3,1.3,49.3,1.3,252.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,9.3,38.3,0.63,0.52,0.63,0.38,0.3,0.3,0.41,0.3,0.22321418,0.76714337,18,8,Bug
0.3,2.3,57.3,1.3,43.3,107.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.3,5.3,0.3,0.3,0.3,0.3,1.3,0.3,0.7,255.3,238.3,1.23,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.25E-04,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,4.94E-05,18,8,Bug
28.3,1.3,50.3,1.3,859.3,2586.3,0.3,0.3,0.3,18.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,40.3,4.3,0.4,0.73,0.33,0.3,0.33,0.3,0.3,0.3,0.942621,0.05209386,18,8,Bug
0.3,1.3,19.3,1.3,764.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,12.3,159.3,1.13,0.55,0.38,0.31,0.3,0.3,0.3,0.3,1.00E+00,8.38E-05,18,8,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.98E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.98E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.98E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.08E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.03E-05,18,4,Bug
0.3,2.3,57.3,1.3,29.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,1.3,0.3,0.3,0.3,0.3,0.8,1.3,0.3,10.3,3.3,0.6,0.6,0.6,0.3,0.3,0.3,0.3,0.3,0.90860724,0.08544558,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.03E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,1.3,1.3,1.3,223.3,185.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.3,4.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,71.3,255.3,1.3,0.3,0.31,0.31,0.3,0.3,0.3,0.3,1.00E+00,5.76E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,1.3,1.3,1.3,230.3,260.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,19.3,0.3,0.3,0.3,0.3,1.3,0.3,0.41,3.3,255.3,1.3,0.3,0.63,0.37,0.63,0.3,0.3,0.3,1.00E+00,1.68E-04,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.98E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.17E-05,18,4,Bug
1.3,1.3,19.3,1.3,3170.3,329.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,54.3,39.3,1.02,0.41,0.32,0.3,0.32,0.3,0.39,0.43,0.36335814,0.6272776,18,4,Bug
0.3,1.3,1.3,1.3,297.3,13787.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,177.3,255.3,1.3,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.97372043,0.02500692,18,4,Bug
0.3,1.3,1.3,1.3,291.3,3542.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.3,12.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,187.3,255.3,1.3,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.99310803,0.00673044,18,4,Bug
0.3,1.3,1.3,1.3,295.3,753.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,21.3,22.3,0.3,0.3,0.3,0.3,1.3,0.3,0.39,196.3,255.3,1.3,0.3,0.31,0.31,0.3,0.3,0.3,0.3,1.00E+00,4.42E-04,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.31,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.08E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.98E-05,18,4,Bug
0.3,1.3,1.3,1.3,268.3,9235.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.3,5.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,58.3,255.3,1.3,0.3,0.32,0.35,0.3,0.3,0.3,0.3,0.9764102,0.02248207,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,253.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.11E-05,18,4,Bug
0.3,1.3,1.3,1.3,223.3,185.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,2.91E-05,18,4,Bug
0.3,1.3,1.3,1.3,227.3,8841.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.3,13.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.98062384,0.01846525,18,4,Bug
0.3,1.3,1.3,1.3,222.3,19564.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.3,23.3,0.3,0.3,0.3,0.3,1.3,0.3,0.39,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.97234166,0.02625477,18,4,Bug
0.3,1.3,49.3,1.3,740.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,77.3,33.3,0.64,0.38,0.64,0.36,0.3,0.3,0.3,0.3,0.9725567,0.02806652,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,1.3,49.3,1.3,35195.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.3,10.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,92.3,44.3,0.73,0.37,0.73,0.35,0.3,0.3,0.3,0.3,0.91495967,0.08266065,18,4,Bug
0.3,1.3,49.3,1.3,8325.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.3,20.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,103.3,54.3,0.79,0.36,0.79,0.34,0.3,0.3,0.3,0.3,0.94840586,0.0504601,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,254.3,1.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,1.3,19.3,1.3,559.3,336.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,84.3,176.3,1.05,0.38,0.31,0.31,0.31,0.31,0.38,0.35,1.00E+00,1.94E-05,18,4,Bug
0.3,1.3,1.3,1.3,227.3,182.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.3,8.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,255.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.12E-05,18,4,Bug
0.3,2.3,24.3,1.3,105.3,146.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,1.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,255.3,252.3,1.29,0.31,0.3,0.3,0.3,0.3,0.3,0.3,1.00E+00,3.07E-05,18,4,Bug
0.3,1.3,1.3,1.3,317.3,278.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,192.3,255.3,1.3,0.3,0.31,0.34,0.3,0.3,0.3,0.3,1.00E+00,1.37E-04,18,4,Bug
1.3,1.3,19.3,1.3,1661.3,330.3,0.3,0.3,0.3,0.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,3.3,0.3,0.3,0.3,0.3,1.3,0.3,1.3,172.3,126.3,0.67,0.34,0.31,0.32,0.31,0.3,0.32,0.32,9.99E-01,5.66E-04,18,4,Bug
20.3,1.3,50.3,1.3,232.3,765.3,0.3,0.3,0.3,4.3,0.3,1.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.3,2.3,1.3,0.3,0.3,0.3,0.3,0.8,1.3,0.3,179.3,48.3,0.57,0.34,0.31,0.3,0.31,0.32,0.32,0.3,0.9011255,0.09865129,18,4,Bug
