Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,Feat8,Feat9,Feat10,Feat11,Feat12,Feat13,Feat14,Feat15,Feat16,Feat17,Feat18,Feat19,Feat20,Feat21,Feat22,Feat23,Feat24,Feat25,Feat26,Feat27,Feat28,Feat29,Feat30,Feat31,Feat32,Feat33,Feat34,Feat35,Feat36,Feat37,Feat38,Feat39,Feat40,Feat41,prob1,prob2,min,sec,classLabel
0,1,1,1,234,14497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,9.99E-01,9.17E-04,10,55,Bug
0,1,1,1,218,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,6.85E-07,10,55,Bug
0,1,1,1,216,7504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,9.99E-01,6.46E-04,10,55,Bug
0,1,49,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,174,56,0.32,0.03,0.32,0,0,0,0,0,0.00918964,0.9902618,10,55,Bug
0,1,1,1,312,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,1,0,0.11,22,255,1,0,0.05,0.04,0,0,0,0,1.00E+00,8.64E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,307,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,9.54E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,246,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.64E-04,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,19,1,908,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,240,101,0.38,0.03,0,0.02,0.01,0,0.01,0.03,1.00E+00,7.15E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,232,2367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,7.96E-05,10,55,Bug
0,1,1,1,235,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,10,55,Bug
0,1,1,1,249,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.96E-08,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,235,3817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.39E-04,10,55,Bug
0,1,1,1,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.53E-05,10,55,Bug
0,1,1,1,236,3665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.19E-04,10,55,Bug
0,1,1,1,237,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,10,55,Bug
0,1,1,1,240,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,10,55,Bug
0,1,1,1,240,2172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.42E-05,10,55,Bug
0,1,1,1,315,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,7.15E-07,10,55,Bug
0,1,1,1,313,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0,1.00E+00,2.64E-04,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
1,1,19,1,1018,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,112,1,0,1,0.02,0,0,0,0,1.00E+00,1.19E-06,10,55,Bug
1,1,19,1,1145,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,160,0.75,0.5,0.25,0.02,0,0,0,0,1.00E+00,1.73E-06,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,10,55,Bug
0,1,1,1,275,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,1,0,0.19,2,255,1,0,0.5,0.05,0,0,0,0,1.00E+00,7.63E-06,10,55,Bug
0,1,1,1,247,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,1,0,0.12,53,255,1,0,0.02,0.01,0,0,0,0,1.00E+00,3.28E-07,10,55,Bug
0,1,1,1,245,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,1,0,0.09,62,255,1,0,0.02,0.01,0,0,0,0,1,0,10,55,Bug
0,1,49,1,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,14,39,0.43,0.14,0.43,0.05,0,0,0,0,0.00934267,0.9901552,10,55,Bug
0,1,49,1,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,24,49,0.67,0.08,0.67,0.04,0,0,0,0,0.00932875,0.99016535,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,3,55,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,3,0.01,0.01,0.01,0,0,0,0,0,0.98521864,0.01363328,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,2,57,1,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,1,0,0.44,255,246,0.96,0.01,0,0,0,0,0,0,1.00E+00,1.01E-06,10,55,Bug
1,1,19,1,1625,377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,8,160,0.88,0.25,0.12,0.02,0,0,0,0,1.00E+00,1.88E-06,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,29,1,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.11,0.56,0,25,1,0.04,0.4,0.76,0,0,0,0,0,0.01313329,0.9862928,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
0,1,1,1,299,2178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,238,1,0,0.5,0.05,0,0,0,0,1.00E+00,2.21E-05,10,55,Bug
0,1,1,1,291,1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,12,238,1,0,0.08,0.05,0,0,0,0,1,0,10,55,Bug
0,1,49,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,38,0.33,0.22,0.33,0.08,0,0,0.11,0,0.56143355,0.40257338,10,55,Bug
0,2,57,1,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,238,0.93,0.01,0,0,0,0,0,0,1.00E+00,2.80E-06,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,1.00E+00,3.87E-07,10,55,Bug
28,1,50,1,859,2586,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,40,4,0.1,0.43,0.03,0,0.03,0,0,0,0.997419,0.0026727,10,55,Bug
0,1,19,1,764,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,159,0.83,0.25,0.08,0.01,0,0,0,0,1.00E+00,3.28E-07,10,55,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,57,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,10,3,0.3,0.3,0.3,0,0,0,0,0,1.00E+00,4.47E-05,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,7.24E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,230,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0.11,3,255,1,0,0.33,0.07,0.33,0,0,0,1.00E+00,8.14E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
1,1,19,1,3170,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,54,39,0.72,0.11,0.02,0,0.02,0,0.09,0.13,0.9670522,0.03273192,10,7,Bug
0,1,1,1,297,13787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,177,255,1,0,0.01,0.01,0,0,0,0,9.99E-01,5.91E-04,10,7,Bug
0,1,1,1,291,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,187,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,1.74E-04,10,7,Bug
0,1,1,1,295,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,1,0,0.09,196,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,4.35E-05,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,268,9235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,58,255,1,0,0.02,0.05,0,0,0,0,1.00E+00,5.04E-04,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,7.24E-06,10,7,Bug
0,1,1,1,227,8841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,9.99E-01,5.38E-04,10,7,Bug
0,1,1,1,222,19564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,9.99E-01,7.26E-04,10,7,Bug
0,1,49,1,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,77,33,0.34,0.08,0.34,0.06,0,0,0,0,0.00246832,0.9974822,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,49,1,35195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,92,44,0.43,0.07,0.43,0.05,0,0,0,0,0.95322,0.04621887,10,7,Bug
0,1,49,1,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,103,54,0.49,0.06,0.49,0.04,0,0,0,0,0.9570291,0.04241416,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,1.00E+00,4.07E-05,10,7,Bug
0,1,1,1,227,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,8.97E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,317,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,192,255,1,0,0.01,0.04,0,0,0,0,1.00E+00,3.07E-05,10,7,Bug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,9.99E-01,9.41E-04,10,7,Bug
20,1,50,1,232,765,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.5,1,0,179,48,0.27,0.04,0.01,0,0.01,0.02,0.02,0,0.99757326,0.00233489,10,7,Bug
0,1,1,1,322,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.25,6,255,1,0,0.17,0.04,0,0,0,0,1.00E+00,6.92E-05,10,7,Bug
0,1,1,1,321,2060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,1,0,0.11,8,255,1,0,0.12,0.03,0,0,0,0,1.00E+00,5.84E-05,10,7,Bug
0,1,1,1,234,14497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,9.99E-01,6.58E-04,10,7,Bug
0,1,1,1,218,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,9.72E-06,10,7,Bug
0,1,1,1,216,7504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,1.00E+00,5.03E-04,10,7,Bug
0,1,49,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,174,56,0.32,0.03,0.32,0,0,0,0,0,0.00376812,0.996169,10,7,Bug
0,1,1,1,312,677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,1,0,0.11,22,255,1,0,0.05,0.04,0,0,0,0,1.00E+00,6.67E-05,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,307,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.99E-05,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,246,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.36E-05,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.62E-04,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,19,1,908,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,240,101,0.38,0.03,0,0.02,0.01,0,0.01,0.03,1.00E+00,1.52E-04,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,232,2367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.34E-04,10,7,Bug
0,1,1,1,235,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.49E-05,10,7,Bug
0,1,1,1,249,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.40E-05,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.62E-06,10,7,Bug
0,1,1,1,235,3817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.42E-04,10,7,Bug
0,1,1,1,243,2211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.13E-04,10,7,Bug
0,1,1,1,236,3665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.28E-04,10,7,Bug
0,1,1,1,237,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.74E-05,10,7,Bug
0,1,1,1,240,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.99E-05,10,7,Bug
0,1,1,1,240,2172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.12E-04,10,7,Bug
0,1,1,1,315,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.81E-05,10,7,Bug
