F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,prob1,prob2,prob3,classLabel
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.8627,0.0431,0.5301,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.29E-03,9.99E-01,2.87E-05,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0196,0.7142,0,0,1,0,1,1,0,0,0,0,3.57E-04,9.99E-01,2.68E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.7142,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.16E-03,9.99E-01,2.30E-05,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0471,0.7555,0,0,1,0,1,1,0,0,0,0,6.22E-04,9.99E-01,5.76E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.8627,0.0471,0.7555,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.21E-03,9.98E-01,3.53E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0235,0.7127,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.88E-03,9.98E-01,3.27E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0235,0.7127,0,0,1,0,1,1,0,0,0,0,5.80E-04,9.99E-01,5.26E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0157,0.6584,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.62E-03,9.98E-01,3.08E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0157,0.6584,0,0,1,0,1,1,0,0,0,0,5.61E-04,9.99E-01,4.79E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0314,0.7491,0,0,1,0,1,1,0,0,0,0,5.97E-04,9.99E-01,5.62E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0314,0.7491,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.09E-03,9.98E-01,3.43E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7846,0.7529,0.6588,0.7843,0.0196,0.0004,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.23E-03,6.01E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.0004,0.7529,0.6588,0.8627,0.0627,0.7846,0,0,1,0,1,0,1,0,0,0,2.04E-04,4.43E-03,9.95E-01,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.145,0,0,1,0,0,0,0,1,0,0,0.9969963,0.00190804,0.00109565,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0627,0.8979,0,0,1,0,1,1,0,0,0,0,6.69E-04,9.99E-01,7.32E-04,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0588,0.746,0,0,1,0,1,1,0,0,0,0,6.39E-04,9.99E-01,5.75E-04,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.8627,0.0588,0.746,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.23E-03,9.98E-01,3.57E-05,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.8979,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.22E-03,9.97E-01,4.13E-05,NoBug
0,0,1,0,0,0,0,0.0023,0,0,1,0,0,0.7529,0.6588,0.8627,0.0196,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.01429967,0.9844355,0.00126481,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0196,0.7804,0,0,1,0,1,1,0,0,0,0,5.83E-04,9.99E-01,5.83E-04,NoBug
0,0,1,0,0,0,0,0.0023,0,1,0,0,0,0.7529,0.6588,0.8627,0.0196,0.7804,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.18E-03,9.98E-01,3.46E-05,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.0017,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.19E-03,5.73E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0275,0.5675,0,0,1,0,1,1,0,0,0,0,5.67E-04,9.99E-01,4.20E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.0275,0.5675,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.35E-03,9.99E-01,2.90E-05,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0549,0.7984,0,0,1,0,1,1,0,0,0,0,6.41E-04,9.99E-01,6.22E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.0549,0.7984,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.50E-03,9.97E-01,3.72E-05,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0157,0.6589,0,0,1,0,1,1,0,0,0,0,3.48E-04,9.99E-01,2.44E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.051,0.9261,0,0,1,0,1,1,0,0,0,0,6.54E-04,9.99E-01,7.56E-04,NoBug
0,0,1,0,0,0,0,0.0024,0,1,0,0,0,0.7529,0.6588,0.8627,0.051,0.9261,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.33E-03,9.97E-01,4.17E-05,NoBug
0,0,1,0,0,0,0,0.0013,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.0158,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.04E-03,6.74E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0314,0.031,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.10E-03,7.33E-04,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0039,0.239,0,0,1,0,0,0,0,1,0,0,0.9956613,0.00228943,0.00204918,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0157,0.0078,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.07E-03,7.00E-04,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.1004,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.36E-03,9.90E-04,NoBug
0,0,1,0,0,0,0,0.0018,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.1004,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.36E-03,9.90E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0196,0.091,0,0,1,0,0,0,0,1,0,0,0.9976047,0.00138811,0.00100716,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0039,0.0517,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.28E-03,8.95E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0157,0.0779,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.35E-03,9.64E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0353,0.145,0,0,1,0,0,0,0,1,0,0,0.9972218,0.00156967,0.00120851,NoBug
0,0,1,0,0,0,0,0.0027,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.0185,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,1.94E-04,3.96E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0027,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.1224,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,3.54E-04,6.15E-03,9.93E-01,NoBug
0,0,1,0,0,0,0,0.0028,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.0272,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,2.03E-04,4.10E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0031,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.0444,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,2.29E-04,4.45E-03,9.95E-01,NoBug
0,0,1,0,0,0,0,0.0031,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.8401,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,0.01381248,0.07502249,0.911165,NoBug
0,0,1,0,0,0,0,0.0031,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.1375,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,4.01E-04,6.65E-03,9.93E-01,NoBug
0,0,1,0,0,0,0,0.0033,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.0004,0.7529,0.6588,0.8627,0.0627,0.7847,0,0,1,0,1,0,1,0,0,0,1.65E-04,3.56E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0033,0,1,0,0,0,0.7529,0.6588,0.7843,0.0353,0.0021,0.7529,0.6588,0.8627,0.0627,0.7857,0,0,1,0,1,0,0,1,0,0,0.00785311,0.06109413,0.9310527,NoBug
0,0,1,0,0,0,0,0.0033,0,1,0,0,0,0.7529,0.6588,0.7843,0.0078,0.0202,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,1.90E-04,3.93E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0034,0,1,0,0,0,0.7529,0.6588,0.7843,0.0118,0.3086,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,0.00106648,0.0132762,0.98565733,NoBug
0,0,1,0,0,0,0,0.0011,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7837,0.7529,0.6588,0.7843,0.0314,0.031,0,0,1,0,0,0,0,1,0,0,9.98E-01,1.10E-03,7.33E-04,NoBug
0,0,1,0,0,0,0,0.0011,0,0,1,0,0,0.7529,0.6588,0.8235,0.0118,0.0021,0.7529,0.6588,0.8235,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.0128012,0.9858144,0.00138448,NoBug
0,0,1,0,0,0,0,0.0012,0,1,0,0,0,0.7529,0.6588,0.8627,0.0392,0.614,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.85E-03,9.98E-01,7.65E-05,NoBug
0,0,1,0,0,0,0,0.0012,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0392,0.614,0,0,1,0,1,1,0,0,0,0,5.22E-04,9.99E-01,7.53E-04,NoBug
0,0,1,0,0,0,0,0.0012,0,0,1,0,0,0.7529,0.6588,0.8627,0.0471,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.022874,0.9749307,0.00219528,NoBug
0,0,1,0,0,0,0,0.0013,0,1,0,0,0,0.7529,0.6588,0.7843,0.0314,0.0021,0.7529,0.6588,0.8627,0.0627,0.7844,0,0,1,0,1,0,0,1,0,0,0.00780471,0.06114888,0.9310464,NoBug
0,0,1,0,0,0,0,0.0013,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.7844,0.7529,0.6588,0.7843,0.0314,0.0021,0,0,1,0,0,0,1,1,0,0,9.91E-01,3.29E-04,9.11E-03,NoBug
0,0,1,0,0,0,0,0.0013,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0353,0.5781,0,0,1,0,1,1,0,0,0,0,5.13E-04,9.99E-01,7.12E-04,NoBug
0,0,1,0,0,0,0,0.0013,0,1,0,0,0,0.7529,0.6588,0.8627,0.0353,0.5781,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.68E-03,9.98E-01,7.42E-05,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0431,0.5301,0,0,1,0,1,1,0,0,0,0,5.21E-04,9.99E-01,6.73E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.8627,0.0431,0.5301,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.53E-03,9.98E-01,7.26E-05,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0196,0.7142,0,0,1,0,1,1,0,0,0,0,3.03E-04,9.99E-01,4.50E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.7142,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.33E-03,9.99E-01,5.62E-05,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0471,0.7555,0,0,1,0,1,1,0,0,0,0,5.49E-04,9.99E-01,9.32E-04,NoBug
0,0,1,0,0,0,0,0.0014,0,1,0,0,0,0.7529,0.6588,0.8627,0.0471,0.7555,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.66E-03,9.97E-01,8.58E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0235,0.7127,0,0,1,0,1,1,0,0,0,0,5.06E-04,9.99E-01,8.49E-04,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.8627,0.0235,0.7127,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.24E-03,9.98E-01,8.01E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0314,0.7491,0,0,1,0,1,1,0,0,0,0,5.22E-04,9.99E-01,9.04E-04,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0157,0.6584,0,0,1,0,1,1,0,0,0,0,4.89E-04,9.99E-01,7.77E-04,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.8627,0.0157,0.6584,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.93E-03,9.98E-01,7.61E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,1,0,0,0,0.7529,0.6588,0.8627,0.0314,0.7491,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.50E-03,9.97E-01,8.33E-05,NoBug
0,0,1,0,0,0,0,0.0015,0,0,1,0,0,0.7529,0.6588,0.3922,0.0157,0.0021,0.7529,0.6588,0.3922,1,0.0021,0,0,1,0,0,0,0,0,0,0,2.59E-05,1.00E+00,3.82E-06,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0627,0.8979,0,0,1,0,1,1,0,0,0,0,5.92E-04,9.98E-01,1.17E-03,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0588,0.746,0,0,1,0,1,1,0,0,0,0,5.69E-04,9.98E-01,9.34E-04,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0588,0.746,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.69E-03,9.97E-01,8.69E-05,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0627,0.8979,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.91E-03,9.96E-01,9.78E-05,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.239,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,7.05E-04,1.00E-02,9.89E-01,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.0078,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,1.79E-04,3.75E-03,9.96E-01,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0196,0.7804,0,0,1,0,1,1,0,0,0,0,5.06E-04,9.99E-01,9.31E-04,NoBug
0,0,1,0,0,0,0,0.0016,0,1,0,0,0,0.7529,0.6588,0.8627,0.0196,0.7804,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.61E-03,9.97E-01,8.37E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,0,1,0,0,0.7529,0.6588,0.8627,0.0588,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.02378995,0.97399503,0.00221503,NoBug
0,0,1,0,0,0,0,0.0017,0,0,1,0,0,0.7529,0.6588,0.8627,0.0353,0.0021,0.7529,0.6588,0.8627,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.02200479,0.9758177,0.00217756,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0275,0.5675,0,0,1,0,1,1,0,0,0,0,5.00E-04,9.99E-01,6.94E-04,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.8627,0.0275,0.5675,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.60E-03,9.98E-01,7.27E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0549,0.7984,0,0,1,0,1,1,0,0,0,0,5.67E-04,9.98E-01,1.00E-03,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.8627,0.0549,0.7984,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,3.02E-03,9.97E-01,8.97E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,0,1,0,0,0.7529,0.6588,0.3922,0.0196,0.0021,0.7529,0.6588,0.3922,1,0.0021,0,0,1,0,0,0,0,0,0,0,2.63E-05,1.00E+00,3.85E-06,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.051,0.9261,0,0,1,0,1,1,0,0,0,0,5.74E-04,9.98E-01,1.20E-03,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.8627,0.051,0.9261,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,4.05E-03,9.96E-01,9.80E-05,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0157,0.6589,0,0,1,0,1,1,0,0,0,0,2.95E-04,9.99E-01,4.13E-04,NoBug
0,0,1,0,0,0,0,0.0017,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.6589,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.15E-03,9.99E-01,5.36E-05,NoBug
0,0,1,0,0,0,0,0.0018,0,0,1,0,0,0.7529,0.6588,0.3922,0.0157,0.0021,0.7529,0.6588,0.3922,1,0.0021,0,0,1,0,0,0,0,0,0,0,2.59E-05,1.00E+00,3.83E-06,NoBug
0,0,1,0,0,0,0,0.0019,0,0,1,0,0,0.7529,0.6588,0.8235,0.0196,0.0021,0.7529,0.6588,0.8235,1,0.0021,0,0,1,0,0,0,0,0,0,0,0.01315523,0.98545015,0.00139466,NoBug
0,0,1,0,0,0,0,0.0019,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0392,0.614,0,0,1,0,1,1,0,0,0,0,5.23E-04,9.99E-01,7.54E-04,NoBug
0,0,1,0,0,0,0,0.0019,0,1,0,0,0,0.7529,0.6588,0.8627,0.0392,0.614,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.85E-03,9.98E-01,7.66E-05,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0353,0.5781,0,0,1,0,1,1,0,0,0,0,5.13E-04,9.99E-01,7.13E-04,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.8627,0.0353,0.5781,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.68E-03,9.98E-01,7.42E-05,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.091,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,3.05E-04,5.47E-03,9.94E-01,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.7843,0.0039,0.0517,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,2.29E-04,4.51E-03,9.95E-01,NoBug
0,0,1,0,0,0,0,0.002,0,1,0,0,0,0.7529,0.6588,0.7843,0.0157,0.0779,0.7529,0.6588,0.8627,0.0627,0.7837,0,0,1,0,1,0,1,0,0,0,2.78E-04,5.14E-03,9.95E-01,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0431,0.5301,0,0,1,0,1,1,0,0,0,0,5.22E-04,9.99E-01,6.73E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.8627,0.0431,0.5301,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.53E-03,9.98E-01,7.27E-05,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.7843,0.0196,0.7142,0,0,1,0,1,1,0,0,0,0,3.03E-04,9.99E-01,4.50E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.7843,0.0196,0.7142,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.33E-03,9.99E-01,5.63E-05,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0471,0.7555,0,0,1,0,1,1,0,0,0,0,5.50E-04,9.99E-01,9.32E-04,NoBug
0,0,1,0,0,0,0,0.0021,0,1,0,0,0,0.7529,0.6588,0.8627,0.0471,0.7555,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.66E-03,9.97E-01,8.59E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0235,0.7127,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.24E-03,9.98E-01,8.02E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0235,0.7127,0,0,1,0,1,1,0,0,0,0,5.07E-04,9.99E-01,8.50E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0157,0.6584,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,1.93E-03,9.98E-01,7.61E-05,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0157,0.6584,0,0,1,0,1,1,0,0,0,0,4.89E-04,9.99E-01,7.78E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.3922,0.0196,0.0068,0.7529,0.6588,0.8627,0.0314,0.7491,0,0,1,0,1,1,0,0,0,0,5.23E-04,9.99E-01,9.05E-04,NoBug
0,0,1,0,0,0,0,0.0022,0,1,0,0,0,0.7529,0.6588,0.8627,0.0314,0.7491,0.7529,0.6588,0.3922,0.0196,0.0068,0,0,1,0,1,1,0,0,0,0,2.51E-03,9.97E-01,8.34E-05,NoBug
